 ,IMPORT REPORT,,,23-Jan,,,,,,,,
1,T149 EFP,T599 EGS,ISOKA-ZMB,ENROUTE TFM,FLATBED,NA,15,08-Jan,23-Jan,,,
2,T533 EEQ,T722 EEM,NAKONDE-ZMB,ENROUTE TFM,FLATBED,NA,17,06-Jan,23-Jan,,,
3,T594 EDD,T964 EDK,NAKONDE-ZMB,ENROUTE TFM,FLATBED,NA,17,06-Jan,23-Jan,,,
,,,,,,,,,,,,
,POSEIDON 126MT DSM-COMIKA,,,,,,,,,,,
S/N,TRUCK,TRAILER,POSITION,STATUS,TYPE,RETURN,DSJ,DEPT DATE,DATE TODAY,,,
1,T714 EHJ,T590 EEN,SHIWANGAMU-ZMB,ENROUTE COMICKA,FLATBED,NA,18,05-Jan,23-Jan,,,
2,T126 EFP,T596 EGS,NAKONDE-ZMB,ENROUTE COMICKA,FLATBED,NA,18,05-Jan,23-Jan,,,
3,T665 ECQ,T581ECC,NAKONDE-ZMB,ENROUTE COMICKA,FLATBED,NA,18,05-Jan,23-Jan,,,
4,T517 EEQ,T727 EEM,MAFINGA-TZ,ENROUTE COMICKA,FLATBED,NA,18,05-Jan,23-Jan,,,
,,,,,,,,,,,,
,POSEIDON 414MT DSM-KFM KOLWEZI,,,,,,,,,,,
S/N,TRUCK,TRAILER,POSITION,STATUS,TYPE,RETURN,DSJ,DEPT DATE,DATE TODAY,,,
1,T160 EGJ,T223 EFU,TUNDUMA-TZ,WAITING TO CROSS,FLATBED,NA,15,08-Jan,23-Jan,,,
2,T166 EGJ,T696 ELK,SONGWE-TZ,ENROUTE KFM,FLATBED,NA,14,09-Jan,23-Jan,,,
3,T565 EAF,T945 DZS,MBEYA-TZ,ENROUTE KFM,FLATBED,NA,12,11-Jan,23-Jan,,,
4,T162 DZY,T532 DZE,MAFINGA-TZ,ENROUTE KFM,FLATBED,NA,14,09-Jan,23-Jan,,,
5,T597 EDD,T987 EDK,CHALINZE-TZ,ENROUTE KFM,FLATBED,NA,12,11-Jan,23-Jan,,,
6,T714 DXY,T399 DYC,KIBAHA-TZ,ENROUTE KFM,FLATBED,NA,14,09-Jan,23-Jan,,,
7,T807 EEU,T597 EEN,KIBAHA-TZ,ENROUTE KFM,FLATBED,NA,14,09-Jan,23-Jan,,,
8,T791 EEU,T594 EEN,DSM,WAITING TO LOAD,FLATBED,NA,NA,NA,23-Jan,,,
9,T160 DZY,T538 DZE,DSM,WAITING TO LOAD,FLATBED,NA,NA,NA,23-Jan,,,
10,T717 EET,T599 EEN,DSM,WAITING TO LOAD,FLATBED,NA,NA,NA,23-Jan,,,
11,T709 EET,T589 EEN,DSM,WAITING TO LOAD,FLATBED,NA,NA,NA,23-Jan,,,
12,T849 EKS,T899 EKY,DSM,LOADED WAITING DOCS,FLATBED,NA,NA,NA,23-Jan,,,
13,T726 EET,T586 EEN,DSM TAHMEED YARD,TO LOAD,FLATBED,NA,NA,NA,23-Jan,,,
,,,,,,,,,,,,
,POSEIDON 480MT DSM-LIKASI,,,,,,,,,,,
S/N,TRUCK,TRAILER,POSITION,STATUS,TYPE,RETURN,DSJ,DEPT DATE,DATE TODAY,,,
1,T667 ECQ,T582 ECQ,SHIWANGAMU-ZMB,ENROUTE LIKASI,FLATBED,NA,18,05-Jan,23-Jan,,,
2,T684 ENG,T384 EMZ,NAKONDE-ZMB,ENROUTE LIKASI,FLATBED,NA,17,06-Jan,23-Jan,,,
3,T655 ECQ,T565ECC,NAKONDE-ZMB,ENROUTE LIKASI,FLATBED,NA,21,02-Jan,23-Jan,,,
4,T461 EAG,T886 EAK,NAKONDE-ZMB,ENROUTE LIKASI,FLATBED,NA,17,06-Jan,23-Jan,,,
5,T525 EEQ,T724 EEM,NAKONDE-ZMB,ENROUTE LIKASI,FLATBED,NA,21,02-Jan,23-Jan,,,
6,T102 EFP,T592 EGS,NAKONDE-ZMB,ENROUTE LIKASI,FLATBED,NA,21,02-Jan,23-Jan,,,
7,T214 ELV,T610 EMF,NAKONDE-ZMB,ENROUTE LIKASI,FLATBED,NA,21,02-Jan,23-Jan,,,
8,T133 EFP,T593 EGS,TUNDUMA-TZ,WAITING TO CROSS,FLATBED,NA,17,06-Jan,23-Jan,,,
9,T730 EET,T588 EEN,TUNDUMA-TZ,WAITING TO CROSS,FLATBED,NA,18,05-Jan,23-Jan,,,
10,T204 EHE,T328 ELE,TUNDUMA-TZ,WAITING TO CROSS,FLATBED,NA,15,08-Jan,23-Jan,,,
11,T458 EAG,T895 DZS,TUNDUMA-TZ,WAITING TO CROSS,FLATBED,NA,18,05-Jan,23-Jan,,,
12,T492 EEQ,T662 EEM,TUNDUMA-TZ,WAITING TO CROSS,FLATBED,NA,18,05-Jan,23-Jan,,,
13,T636 EAF,T913 DZS,SONGWE-TZ,ENROUTE LIKASI,FLATBED,NA,18,05-Jan,23-Jan,,,
14,T858 EKS,T909 EKY,SONGWE-TZ,ENROUTE LIKASI,FLATBED,NA,16,07-Jan,23-Jan,,,
15,T602 EAG,T877 DZC,MOROGORO-TZ,ENROUTE LIKASI,FLATBED,NA,16,07-Jan,23-Jan,,,
,,,,,,,,,,,,
,RELOAD 129MT DSM-KOLWEZI,,,TCC,,,,,,,,
S/N,TRUCK,TRAILER,POSITION,STATUS,TYPE,RETURN,DSJ,DEPT DATE,DATE TODAY,,,
1,T687 ENG,T382 EMZ,KONKOLA-ZMB,ENROUTE KOLWEZI,FLATBED,NA,24,30-Dec,23-Jan,,,
2,T603 EDD,T963 EDK,KONKOLA-ZMB,ENROUTE KOLWEZI,FLATBED,NA,24,30-Dec,23-Jan,,,
3,T836 EKS,T884 EKY,KONKOLA-ZMB,ENROUTE KOLWEZI,FLATBED,NA,24,30-Dec,23-Jan,,,
4,T671 ECQ,T588 ECC,KONKOLA-ZMB,ENROUTE KOLWEZI,FLATBED,NA,24,30-Dec,23-Jan,,,
,,,,,,,,,,,,
,RELOAD 63MT DSM-KOLWEZI,,,TCC,,,,,,,,
S/N,TRUCK,TRAILER,POSITION,STATUS,TYPE,RETURN,DSJ,DEPT DATE,DATE TODAY,,,
1,T123 DZY,T887 DZC,KONKOLA-ZMB,ENROUTE KOLWEZI,FLATBED,NA,24,30-Dec,23-Jan,,,
2,T634 EAF,T904 DZS,KONKOLA-ZMB,ENROUTE KOLWEZI,FLATBED,NA,NA,NA,23-Jan,,,
,,,,,,,,,,,,
,BRIDGE 1290 MOMBASA-KOLWEZI,,,,,,,,,,,
S/N,TRUCK,TRAILER,POSITION,STATUS,TYPE,RETURN,DSJ,DEPT DATE,DATE TODAY,,,
1,T536 DRF,T477 DQU,MUTANDA-DRC,WAITING TO OFFLOAD,FLATBED,NA,33,21-Dec,23-Jan,,,
2,T760 DNH,T464 DNH,LIKASI-DRC,ENROUTE MUTANDA,FLATBED,NA,31,23-Dec,23-Jan,,,
3,T528 DRF,T474 DQU,LIKASI-DRC,ENROUTE MUTANDA,FLATBED,NA,33,21-Dec,23-Jan,,,
4,T767 DNH,T463 DNH,LIKASI-DRC,ENROUTE MUTANDA,FLATBED,NA,33,21-Dec,23-Jan,,,
5,T794 DNH,T467 DNH,LIKASI-DRC,ENROUTE MUTANDA,FLATBED,NA,34,20-Dec,23-Jan,,,
6,T525 DRF,T745 DRD,LIKASI-DRC,ENROUTE MUTANDA,FLATBED,NA,31,23-Dec,23-Jan,,,
7,T551 DPN,T551 DPB,LIKASI-DRC,ENROUTE MUTANDA,FLATBED,NA,26,28-Dec,23-Jan,,,
8,T840 DNH,T358 DNP,KASUMBALESA-DRC,UNDER CLEARANCE,FLATBED,NA,33,21-Dec,23-Jan,,,
9,T114 DVL,T408 DVT,KASUMBALESA-DRC,UNDER CLEARANCE,FLATBED,NA,31,23-Dec,23-Jan,,,
10,T766 DWK,T342 DWL,KASUMBALESA-DRC,UNDER CLEARANCE,FLATBED,NA,32,22-Dec,23-Jan,,,
11,T597 DTB,T667 DTH,KASUMBALESA-DRC,UNDER CLEARANCE,FLATBED,NA,33,21-Dec,23-Jan,,,
12,T596 DRE,T653 DRU,KASUMBALESA-DRC,UNDER CLEARANCE,FLATBED,NA,32,22-Dec,23-Jan,,,
13,T583 DPN,T352 DNP,KASUMBALESA-DRC,UNDER CLEARANCE,FLATBED,NA,26,28-Dec,23-Jan,,,
14,T580 DPN,T545 DPB,KASUMBALESA-ZMB,WAITING TO CROSS,FLATBED,NA,23,31-Dec,23-Jan,,,
15,T540 DRF,T734 DRD,KONKOLA-ZMB,ENROUTE KOLWEZI,FLATBED,NA,26,28-Dec,23-Jan,,,
16,T776 DWK,T328 DWL,KONKOLA-ZMB,ENROUTE KOLWEZI,FLATBED,NA,26,28-Dec,23-Jan,,,
17,T588 DRE,T740 DRD,KONKOLA-ZMB,ENROUTE KOLWEZI,FLATBED,NA,26,28-Dec,23-Jan,,,
18,T604 DNY,T121 DNX,KONKOLA-ZMB,ENROUTE KOLWEZI,FLATBED,NA,26,28-Dec,23-Jan,,,
19,T552 DRE,T476 DQU,KITWE-ZMB,ENROUTE KOLWEZI,FLATBED,NA,26,28-Dec,23-Jan,,,
20,T593 DRE,T402DQW,KITWE-ZMB,ENROUTE KOLWEZI,FLATBED,NA,23,31-Dec,23-Jan,,,
21,T107 DVL,T889 DZC,KITWE-ZMB,ENROUTE KOLWEZI,FLATBED,NA,23,31-Dec,23-Jan,,,
22,T522 DRF,T743 DRD,SERENJE-ZMB,ENROUTE KOLWEZI,FLATBED,NA,26,28-Dec,23-Jan,,,
23,T606 DNY,T122 DNX,SERENJE-ZMB,ENROUTE KOLWEZI,FLATBED,NA,26,28-Dec,23-Jan,,,
24,T970 DNW,T340 DWL,MPIKA-ZMB,ENROUTE KOLWEZI,FLATBED,NA,17,06-Jan,23-Jan,,,
25,T521 DRF,T336 DRP,NAKONDE-ZMB,ENROUTE KOLWEZI,FLATBED,NA,26,28-Dec,23-Jan,,,
26,T153 DZY,T545 DZE,TUNDUMA-TZ,WAITING TO CROSS,FLATBED,NA,26,28-Dec,23-Jan,,,
27,T595 DRE,T187 CHM,TUNDUMA-TZ,WAITING TO CROSS,FLATBED,NA,17,06-Jan,23-Jan,,,
28,T784 DWK,T335 DWL,TUNDUMA-TZ,WAITING TO CROSS,FLATBED,NA,17,06-Jan,23-Jan,,,
29,T543 DRF,T496 DQF,TUNDUMA-TZ,WAITING TO CROSS,FLATBED,NA,17,06-Jan,23-Jan,,,
30,T580 DRE,T741 DRD,SONGWE-TZ,ENROUTE KOLWEZI,FLATBED,NA,17,06-Jan,23-Jan,,,
31,T983 DVK,T351 DVT,MBEYA-TZ,ENROUTE KOLWEZI,FLATBED,NA,17,06-Jan,23-Jan,,,
32,T765 DWK,T305 DWL,MBEYA-TZ,ENROUTE KOLWEZI,FLATBED,NA,17,06-Jan,23-Jan,,,
33,T526 DRF,T466 DNH,BONJE-YARD,LOADED,FLATBED,NA,11,12-Jan,23-Jan,,,
34,T589 DRE,T338 DRP,BONJE-YARD,LOADED,FLATBED,NA,10,13-Jan,23-Jan,,,
35,T583 DRE,T403 DQW,BONJE-YARD,LOADED,FLATBED,NA,10,13-Jan,23-Jan,,,
36,T839 DNH,T796 DNU,BONJE-YARD,TO LOAD,FLATBED,NA,NA,NA,23-Jan,,,
37,T974 DVK,T430 DVT,BONJE-YARD,TO LOAD,FLATBED,NA,NA,NA,23-Jan,,,
38,T857 DNH,T736 DRD,DSM,TO LOAD,FLATBED,NA,NA,NA,23-Jan,,,
39,T531 DRF,T124 DNX,DSM,TO LOAD,FLATBED,NA,NA,NA,23-Jan,,,
40,T527 DRF,T475DQU,LUBUMBASHI-DRC,ENROUTE DAR,FLATBED,NA,NA,NA,23-Jan,,,
41,T103 DVL,T349 DVT,KOLWEZI,ENROUTE DAR,FLATBED,NA,NA,NA,23-Jan,,,
42,T651 DRE,T399 DQW,LIKASI-DRC,ENROUTE DAR,FLATBED,NA,NA,NA,23-Jan,,,
,,,,,,,,,,,,
,POLYTRA 639MT DSM-KOLWEZI,,,TCC&BMS,,,,,,,,
S/N,TRUCK,TRAILER,POSITION,STATUS,TYPE,RETURN,DSJ,DEPT DATE,DATE TODAY,,,
1,T144 DZY,T569 DZE,BMS-KOLWEZI,WAITING TO OFFLOAD,FLATBED,NA,30,24-Dec,23-Jan,,,
2,T902 EEU,T583 EEN,BMS-KOLWEZI,WAITING TO OFFLOAD,FLATBED,NA,30,24-Dec,23-Jan,,,
3,T709 DXY,T637DWL,BMS-KOLWEZI,WAITING TO OFFLOAD,FLATBED,NA,29,25-Dec,23-Jan,,,
4,T758 ELY,T640 EMF,BMS-KOLWEZI,WAITING TO OFFLOAD,FLATBED,NA,31,23-Dec,23-Jan,,,
5,T755 ELY,T633 EMF,TCC-KOLWEZI,WAITING TO OFFLOAD,FLATBED,NA,31,23-Dec,23-Jan,,,
6,T513 EGD,T196 EFU,BMS-KOLWEZI,WAITING TO OFFLOAD,FLATBED,NA,33,21-Dec,23-Jan,,,
7,T754 ELY,T631 EMF,TCC-KOLWEZI,WAITING TO OFFLOAD,FLATBED,NA,29,25-Dec,23-Jan,,,
8,T534 EGD,T192 EFU,TCC-KOLWEZI,WAITING TO OFFLOAD,FLATBED,NA,31,23-Dec,23-Jan,,,
9,T713 EET,T593 EEN,BMS-KOLWEZI,WAITING TO OFFLOAD,FLATBED,NA,31,23-Dec,23-Jan,,,
10,T699 EHJ,T829 EHN,TCC-KOLWEZI,WAITING TO OFFLOAD,FLATBED,NA,31,23-Dec,23-Jan,,,
11,T524 EEQ,T704 EEM,KOLWEZI-DRC,ENROUTE TCC,FLATBED,NA,31,23-Dec,23-Jan,,,
12,T673 EAQ,T908 EAK,KOLWEZI-DRC,ENROUTE TCC,FLATBED,NA,31,23-Dec,23-Jan,,,
13,T605 EDD,T688 ELK,LIKASI-DRC,ENROUTE BMS,FLATBED,NA,30,24-Dec,23-Jan,,,
14,T518 EEQ,T658 EEM,LIKASI-DRC,ENROUTE BMS,FLATBED,NA,31,23-Dec,23-Jan,,,
15,T509 EEQ,T689 EEM,LIKASI-DRC,ENROUTE BMS,FLATBED,NA,31,23-Dec,23-Jan,,,
16,T598 EDD,T968 EDK,KASUMBALESA-DRC,DOCUMENT READY,FLATBED,NA,31,23-Dec,23-Jan,,,
17,T752 ELY,T629 EMF,KASUMBALESA-DRC,DOCUMENT READY,FLATBED,NA,31,23-Dec,23-Jan,,,
18,T751 ELY,T628 EMF,KONKOLA-ZMB,ENROUTE BMS,FLATBED,NA,22,01-Jan,23-Jan,,,
19,T510 EEQ,T730 EEM,KONKOLA-ZMB,ENROUTE BMS,FLATBED,NA,-342,31-Dec,23-Jan,,,
20,T614 ENG,T854 EMY,TUNDUMA-TZ,WAITING TO CROSS,FLATBED,NA,13,10-Jan,23-Jan,,,
,,,,,,,,,,,,
,BRIDGE MBSA-KOLWEZI,,,MUTANDA,,,,,,,,
S/N,TRUCK,TRAILER,POSITION,STATUS,TYPE,RETURN,DSJ,DEPT DATE,DATE TODAY,,,
1,T523 EEQ,T712 EEM,MUTANDA-KOLWEZI,WAITING TO OFFLOAD,FLATBED,NA,48,06-Dec,23-Jan,,,
2,T152 DZY,T552 DZE,MUTANDA-KOLWEZI,WAITING TO OFFLOAD,FLATBED,NA,49,05-Dec,23-Jan,,,
3,T240 ELV,T622 EMF,LIKASI-DRC,ENROUTE KOLWEZI,FLATBED,NA,46,08-Dec,23-Jan,,,
4,T513 EEF,T571 ECT,KASUMBALESA-DRC,UNDER CLEARANCE,FLATBED,NA,36,18-Dec,23-Jan,,,
,,,,,,,,,,,,
,RELOAD 507MT DSM-KISANFU,,,,,,,,,,,
S/N,TRUCK,TRAILER,POSITION,STATUS,TYPE,RETURN,DSJ,DEPT DATE,DATE TODAY,,,
1,T501 EEQ,T741 EEM,CMOC-KISANFU,WAITING TO OFFLOAD,FLATBED,NA,32,22-Dec,23-Jan,,,
2,T244 ELV,T626 EMF,LIKASI-DRC,ENROUTE KOLWEZI,FLATBED,NA,32,22-Dec,23-Jan,,,
3,T510 EGD,T176 EFU,LIKASI-DRC,ENROUTE KOLWEZI,FLATBED,NA,31,23-Dec,23-Jan,,,
4,T839 EKS,T894 EKY,LIKASI-DRC,ENROUTE KOLWEZI,FLATBED,NA,32,22-Dec,23-Jan,,,
,,,,,,,,,,,,
,POSEIDON 317MT DSM-KOLWEZI,,,KALONGWE,,,,,,,,
S/N,TRUCK,TRAILER,POSITION,STATUS,TYPE,RETURN,DSJ,DEPT DATE,DATE TODAY,,,
1,T635 EAF,T902 DZS,LIKASI-DRC,ENROUTE LIKASI,FLATBED,NA,43,11-Dec,23-Jan,,,
,,,,,,,,,,,,
,POSEIDON 319MT DSM-KOLWEZI,,,THOMAS MINE,,,,,,,,
S/N,TRUCK,TRAILER,POSITION,STATUS,TYPE,RETURN,DSJ,DEPT DATE,DATE TODAY,,,
1,T592 EDD,T962 EDK,KOLWEZI-DRC,ENROUTE THOMAS MINE,FLATBED,NA,41,13-Dec,23-Jan,,,
2,T148 DZY,T568 DZE,KOLWEZI-DRC,ENROUTE THOMAS MINE,FLATBED,NA,42,12-Dec,23-Jan,,,
3,T651 ECQ,T589ECC,KOLWEZI-DRC,ENROUTE THOMAS MINE,FLATBED,NA,39,15-Dec,23-Jan,,,
,,,,,,,,,,,,
,GREATLAKES DSM-LUBUMBASHI,,,,,,,,,,,
S/N,TRUCK,TRAILER,POSITION,STATUS,TYPE,RETURN,DSJ,DEPT DATE,DATE TODAY,,,
1,T524 DPN,T125 DNX,LUBUMBASHI-DRC,WAITING FOR AGENT,FLATBED,NA,41,13-Dec,23-Jan,,,
,,,,,,,,,,,,
,GREATLAKES DSM-KOLWEZI,,,,,,,,,,,
S/N,TRUCK,TRAILER,POSITION,STATUS,TYPE,RETURN,DSJ,DEPT DATE,DATE TODAY,,,
1,T764 DNH,T465 DNH,LUBUMBASHI-DRC,WAITING FOR AGENT,FLATBED,NA,46,08-Dec,23-Jan,,,
,,,,,,,,,,,,
,GREATLAKES DSM-ZAMBIA,,,LUSAKA,,,,,,,,
S/N,TRUCK,TRAILER,POSITION,STATUS,TYPE,RETURN,DSJ,DEPT DATE,DATE TODAY,,,
1,T587 DTB,T670 DTH,KAPIRIMPOSHI-ZMB,ENROUTE LUSAKA,FLATBED,NA,41,13-Dec,23-Jan,,,
,,,,,,,,,,,,
,POD SUMMARY,,,,,,,,,,,
S/N,TRUCK,TRAILER,POSITION,CLIENT,DATE OFFLOADED,NO OF DAYS,DATE TODAY,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
