S/No.,Date,LPO No.,Diesel @,DO/SDO,Truck No.,Ltrs,Price per Ltr,Destinations
1,1-Nov,2150,LAKE CHILABOMBWE,6376,T530 DRF,40,1.2,Dar
2,1-Nov,2151,LAKE CHILABOMBWE,6530,T148 EGJ,40,1.2,Dar
3,2-Nov,2152,LAKE CHILABOMBWE,6510,T984 EFN,40,1.2,Dar
4,2-Nov,2152,LAKE CHILABOMBWE,6507,T469 EKZ,40,1.2,Dar
5,2-Nov,2152,LAKE CHILABOMBWE,6508,T533 EGD,40,1.2,Dar
6,2-Nov,2152,LAKE CHILABOMBWE,6509,T554 EKT,40,1.2,Dar
7,2-Nov,2153,LAKE CHILABOMBWE,6415,T546 EKT,40,1.2,Dar
8,3-Nov,2154,LAKE NDOLA ,6415,T546 EKT,50,1.2,DAR
9,3-Nov,2155,LAKE KAPIRI,6415,T546 EKT,350,1.2,DAR
10,3-Nov,2156,LAKE NDOLA ,6436,T458 EKZ,50,1.2,MSA
11,3-Nov,2156,LAKE NDOLA ,6744,T841 EKS,50,1.2,MSA
12,3-Nov,2156,LAKE NDOLA ,6741,T201 EHE,50,1.2,MSA
13,3-Nov,2156,LAKE NDOLA ,6753,T991 EFN,50,1.2,MSA
14,3-Nov,2156,LAKE NDOLA ,6745,T241 ELV,50,1.2,MSA
15,3-Nov,2156,LAKE NDOLA ,6759,T978 DVK,50,1.2,MSA
16,3-Nov,2156,LAKE NDOLA ,6757,T779 DWK,50,1.2,MSA
17,3-Nov,2156,LAKE NDOLA ,6772,T538 EKT,50,1.2,DAR
18,3-Nov,2156,LAKE NDOLA ,6773,T676 EAQ,50,1.2,DAR
19,3-Nov,2156,LAKE NDOLA ,6774,T218 EHE,50,1.2,DAR
20,3-Nov,2156,LAKE NDOLA ,6544,T852 EKS,50,1.2,DAR
21,3-Nov,2156,LAKE NDOLA ,6682,T462 EAG,50,1.2,DAR
22,3-Nov,2156,LAKE NDOLA ,6681,T137 DZY,50,1.2,DAR
23,3-Nov,2156,LAKE NDOLA ,6680,T575 EAF,50,1.2,DAR
24,3-Nov,2156,LAKE NDOLA ,6511,T767 DWK,50,1.2,DAR
25,3-Nov,2156,LAKE NDOLA ,6679,T698 DXY,50,1.2,DAR
26,3-Nov,2156,LAKE NDOLA ,6421,T219 ELV,50,1.2,MSA
27,3-Nov,2156,LAKE NDOLA ,6420,T213 EVL,50,1.2,MSA
28,3-Nov,2156,LAKE NDOLA ,6442,T221 ELV,50,1.2,MSA
29,3-Nov,2156,LAKE NDOLA ,6742,T213 EHE,50,1.2,MSA
30,3-Nov,2156,LAKE NDOLA ,6740,T543 EKT,50,1.2,MSA
31,3-Nov,2156,LAKE NDOLA ,6422,T653 ECQ,50,1.2,MSA
32,3-Nov,2156,LAKE NDOLA ,6746,T577 EAF,50,1.2,MSA
33,3-Nov,2156,LAKE NDOLA ,6752,T708 DXY,50,1.2,MSA
34,3-Nov,2156,LAKE NDOLA ,6747,T468 EKZ,50,1.2,MSA
35,3-Nov,2156,LAKE NDOLA ,6748,T986 EFN,50,1.2,MSA
36,3-Nov,2156,LAKE NDOLA ,6749,T477 EKZ,50,1.2,MSA
37,3-Nov,2156,LAKE NDOLA ,6423,T198 EHE,50,1.2,MSA
38,3-Nov,2156,LAKE NDOLA ,6620,T589 DTB,50,1.2,DAR
39,3-Nov,2157,LAKE KAPIRI,6436,T458 EKZ,350,1.2,MSA
40,3-Nov,2157,LAKE KAPIRI,6744,T841 EKS,350,1.2,MSA
41,3-Nov,2157,LAKE KAPIRI,6741,T201 EHE,350,1.2,MSA
42,3-Nov,2157,LAKE KAPIRI,6753,T991 EFN,350,1.2,MSA
43,3-Nov,2157,LAKE KAPIRI,6745,T241 ELV,350,1.2,MSA
44,3-Nov,2157,LAKE KAPIRI,6759,T978 DVK,350,1.2,MSA
45,3-Nov,2157,LAKE KAPIRI,6757,T779 DWK,350,1.2,MSA
46,3-Nov,2157,LAKE KAPIRI,6772,T538 EKT,350,1.2,DAR
47,3-Nov,2157,LAKE KAPIRI,6773,T676 EAQ,350,1.2,DAR
48,3-Nov,2157,LAKE KAPIRI,6774,T218 EHE,350,1.2,DAR
49,3-Nov,2157,LAKE KAPIRI,6544,T852 EKS,350,1.2,DAR
50,3-Nov,2157,LAKE KAPIRI,6682,T462 EAG,350,1.2,DAR
51,3-Nov,2157,LAKE KAPIRI,Cancelled,T137 DZY,350,1.2,DAR
52,3-Nov,2157,LAKE KAPIRI,6680,T575 EAF,350,1.2,DAR
53,3-Nov,2157,LAKE KAPIRI,6511,T767 DWK,350,1.2,DAR
54,3-Nov,2157,LAKE KAPIRI,6679,T698 DXY,350,1.2,DAR
55,3-Nov,2157,LAKE KAPIRI,6421,T219 ELV,350,1.2,MSA
56,3-Nov,2157,LAKE KAPIRI,6420,T213 EVL,350,1.2,MSA
57,3-Nov,2157,LAKE KAPIRI,6442,T221 ELV,350,1.2,MSA
58,3-Nov,2157,LAKE KAPIRI,6742,T213 EHE,350,1.2,MSA
59,3-Nov,2157,LAKE KAPIRI,6740,T543 EKT,350,1.2,MSA
60,3-Nov,2157,LAKE KAPIRI,6422,T653 ECQ,350,1.2,MSA
61,3-Nov,2157,LAKE KAPIRI,6746,T577 EAF,350,1.2,MSA
62,3-Nov,2157,LAKE KAPIRI,6752,T708 DXY,350,1.2,MSA
63,3-Nov,2157,LAKE KAPIRI,6747,T468 EKZ,350,1.2,MSA
64,3-Nov,2157,LAKE KAPIRI,6748,T986 EFN,350,1.2,MSA
65,3-Nov,2157,LAKE KAPIRI,6749,T477 EKZ,350,1.2,MSA
66,3-Nov,2157,LAKE KAPIRI,6423,T198 EHE,350,1.2,MSA
67,3-Nov,2157,LAKE KAPIRI,6620,T589 DTB,350,1.2,DAR
68,3-Nov,2158,LAKE CHILABOMBWE,6682,T462 EAG,40,1.2,DAR
69,3-Nov,2158,LAKE CHILABOMBWE,6681,T137 DZY,40,1.2,DAR
70,3-Nov,2158,LAKE CHILABOMBWE,6680,T575 EAF,40,1.2,DAR
71,3-Nov,2158,LAKE CHILABOMBWE,6511,T767 DWK,40,1.2,DAR
72,3-Nov,2158,LAKE CHILABOMBWE,6679,T698 DXY,40,1.2,DAR
73,3-Nov,2159,CASH,NIL,T568 EAF,210,2745,NIL
74,3-Nov,2160,LAKE CHILABOMBWE,6614,T525 DPN,80,1.2,DAR
75,3-Nov,2161,LAKE TUNDUMA,6606,T824 DNY,60,2875,DAR
76,3-Nov,2161,LAKE TUNDUMA,6537,T210 EHE,100,2875,DAR
77,3-Nov,2161,LAKE TUNDUMA,6527,T833 EKS,100,2875,DAR
78,3-Nov,2161,LAKE TUNDUMA,6366,T514 EGD,100,2875,DAR
79,3-Nov,2161,LAKE TUNDUMA,6416,T669 ECQ,100,2875,DAR
80,3-Nov,2161,LAKE TUNDUMA,6445,T581 DRE,100,2875,MSA
81,3-Nov,2161,LAKE TUNDUMA,6602,T829 DNH,100,2875,DAR
82,3-Nov,2161,LAKE TUNDUMA,6375,T590 DRE,100,2875,DAR
83,3-Nov,2161,LAKE TUNDUMA,6410,T539 EKT,100,2875,DAR
84,3-Nov,2161,LAKE TUNDUMA,6411,T688 EAQ,100,2875,DAR
85,3-Nov,2161,LAKE TUNDUMA,6666,T610 EDD,100,2875,DAR
86,3-Nov,2161,LAKE TUNDUMA,6317,T132 EFP,100,2875,DAR
87,3-Nov,2161,LAKE TUNDUMA,6605,T990 EFN,100,2875,DAR
88,3-Nov,2161,LAKE TUNDUMA,6603,T554 DRE,100,2875,DAR
89,3-Nov,2161,LAKE TUNDUMA,6633,T613 EDD,100,2875,DAR
90,3-Nov,2161,LAKE TUNDUMA,6535,T706 DXY,100,2875,DAR
91,3-Nov,2161,LAKE TUNDUMA,6441,T483 EEQ,100,2875,DAR
92,3-Nov,2161,LAKE TUNDUMA,6364,T103 DVL,100,2875,DAR
93,3-Nov,2161,LAKE TUNDUMA,6280,T545 EKT,100,2875,DAR
94,3-Nov,2161,LAKE TUNDUMA,6641,T863 EKS,100,2875,DAR
95,3-Nov,2161,LAKE TUNDUMA,6533,T139 DZY,100,2875,DAR
96,3-Nov,2161,LAKE TUNDUMA,6604,T846 EKS,100,2875,DAR
97,3-Nov,2161,LAKE TUNDUMA,6434,T218 ELV,100,2875,MSA
98,3-Nov,2161,LAKE TUNDUMA,6255,T157 EGJ,100,2875,DAR
99,3-Nov,2161,LAKE TUNDUMA,6365,T821 DNH,100,2875,DAR
100,3-Nov,2161,LAKE TUNDUMA,6609,T206 EHE,100,2875,DAR
101,4-Nov,2162,CASH,6320,T217 ELV,350,26.2,DAR
102,4-Nov,2162,CASH,6239,T766 DWK,380,26.2,DAR
103,4-Nov,2162,CASH,6314,T699 DXY,350,26.2,DAR
104,4-Nov,2162,CASH,6411,T688 EAQ,350,26.2,DAR
105,4-Nov,2162,CASH,6315,T480 EKZ,350,26.2,DAR
106,4-Nov,2163,LAKE TUNDUMA,6439,T240 ELV,100,2875,MSA
107,4-Nov,2163,LAKE TUNDUMA,6424,T220 ELV,100,2875,MSA
108,4-Nov,2163,LAKE TUNDUMA,6627,T478 EKZ,100,2875,DAR
109,4-Nov,2163,LAKE TUNDUMA,6628,T158 DZY,100,2875,DAR
110,4-Nov,2163,LAKE TUNDUMA,6447,T117 DVL,100,2875,MSA
111,4-Nov,2163,LAKE TUNDUMA,6519,T682 ENG,100,2875,DAR
112,4-Nov,2163,LAKE TUNDUMA,6525,T617 ENG,100,2875,DAR
113,4-Nov,2163,LAKE TUNDUMA,6524,T679 ENG,100,2875,DAR
114,4-Nov,2163,LAKE TUNDUMA,6539,T658 ECQ,100,2875,DAR
115,4-Nov,2163,LAKE TUNDUMA,6443,T165 EGJ,100,2875,MSA
116,4-Nov,2163,LAKE TUNDUMA,6625,T657 ECQ,100,2875,DAR
117,4-Nov,2163,LAKE TUNDUMA,6522,T678 ENG,100,2875,DAR
118,4-Nov,2163,LAKE TUNDUMA,6667,T492 EEQ,100,2875,DAR
119,4-Nov,2163,LAKE TUNDUMA,6541,T651 DRE,100,2875,DAR
120,4-Nov,2163,LAKE TUNDUMA,6374,T214 EHE,100,2875,DAR
121,4-Nov,2163,LAKE TUNDUMA,6523,T615 ENG,100,2875,DAR
122,4-Nov,2163,LAKE TUNDUMA,6448,T582 DTB,100,2875,MSA
123,4-Nov,2163,LAKE TUNDUMA,6314,T699 DXY,100,2875,DAR
124,4-Nov,2163,LAKE TUNDUMA,6632,T660 ECQ,100,2875,DAR
125,4-Nov,2163,LAKE TUNDUMA,6613,T130 EFP,100,2875,DAR
126,4-Nov,2163,LAKE TUNDUMA,6536,T988 EFN,100,2875,DAR
127,4-Nov,2163,LAKE TUNDUMA,6540,T838 EKS,100,2875,DAR
128,4-Nov,2163,LAKE TUNDUMA,6529,T208 EHE ,100,2875,DAR
129,4-Nov,2163,LAKE TUNDUMA,6528,T705 EHJ,100,2875,DAR
130,4-Nov,2163,LAKE TUNDUMA,6610,T684 EAQ,100,2875,DAR
131,4-Nov,2164,INFINITY,6606,T824 DNY,400,2757,DAR
132,4-Nov,2164,INFINITY,6537,T210 EHE,400,2757,DAR
133,4-Nov,2164,INFINITY,6527,T833 EKS,400,2757,DAR
134,4-Nov,2164,INFINITY,6366,T514 EGD,400,2757,DAR
135,4-Nov,2164,INFINITY,6416,T669 ECQ,400,2757,DAR
136,4-Nov,2164,INFINITY,6445,T581 DRE,400,2757,MSA
137,4-Nov,2164,INFINITY,6602,T829 DNH,400,2757,DAR
138,4-Nov,2164,INFINITY,6375,T590 DRE,400,2757,DAR
139,4-Nov,2164,INFINITY,6410,T539 EKT,400,2757,DAR
140,4-Nov,2164,INFINITY,6411,T688 EAQ,400,2757,DAR
141,4-Nov,2164,INFINITY,6666,T610 EDD,400,2757,DAR
142,4-Nov,2164,INFINITY,6317,T132 EFP,400,2757,DAR
143,4-Nov,2164,INFINITY,6605,T990 EFN,400,2757,DAR
144,4-Nov,2164,INFINITY,6603,T554 DRE,400,2757,DAR
145,4-Nov,2164,INFINITY,6633,T613 EDD,400,2757,DAR
146,4-Nov,2164,INFINITY,6535,T706 DXY,400,2757,DAR
147,4-Nov,2164,INFINITY,6441,T483 EEQ,400,2757,DAR
148,4-Nov,2164,INFINITY,6364,T103 DVL,400,2757,DAR
149,4-Nov,2164,INFINITY,6280,T545 EKT,400,2757,DAR
150,4-Nov,2164,INFINITY,6641,T863 EKS,400,2757,DAR
151,4-Nov,2164,INFINITY,6533,T139 DZY,400,2757,DAR
152,4-Nov,2164,INFINITY,6604,T846 EKS,400,2757,DAR
153,4-Nov,2164,INFINITY,6434,T218 ELV,400,2757,MSA
154,4-Nov,2164,INFINITY,6255,T157 EGJ,400,2757,DAR
155,4-Nov,2164,INFINITY,6365,T821 DNH,400,2757,DAR
156,4-Nov,2164,INFINITY,6609,T206 EHE,400,2757,DAR
157,4-Nov,2165,INFINITY,6439,T240 ELV,400,2757,MSA
158,4-Nov,2165,INFINITY,6424,T220 ELV,400,2757,MSA
159,4-Nov,2165,INFINITY,6627,T478 EKZ,400,2757,DAR
160,4-Nov,2165,INFINITY,6628,T158 DZY,400,2757,DAR
161,4-Nov,2165,INFINITY,6447,T117 DVL,400,2757,MSA
162,4-Nov,2165,INFINITY,6519,T682 ENG,400,2757,DAR
163,4-Nov,2165,INFINITY,6525,T617 ENG,400,2757,DAR
164,4-Nov,2165,INFINITY,6524,T679 ENG,400,2757,DAR
165,4-Nov,2165,INFINITY,6539,T658 ECQ,400,2757,DAR
166,4-Nov,2165,INFINITY,6443,T165 EGJ,400,2757,MSA
167,4-Nov,2165,INFINITY,6625,T657 ECQ,400,2757,DAR
168,4-Nov,2165,INFINITY,6522,T678 ENG,400,2757,DAR
169,4-Nov,2165,INFINITY,6667,T492 EEQ,400,2757,DAR
170,4-Nov,2165,INFINITY,6541,T651 DRE,400,2757,DAR
171,4-Nov,2165,INFINITY,6374,T214 EHE,400,2757,DAR
172,4-Nov,2165,INFINITY,6523,T615 ENG,400,2757,DAR
173,4-Nov,2165,INFINITY,6448,T582 DTB,400,2757,MSA
174,4-Nov,2165,INFINITY,6314,T699 DXY,400,2757,DAR
175,4-Nov,2165,INFINITY,6632,T660 ECQ,400,2757,DAR
176,4-Nov,2165,INFINITY,6613,T130 EFP,400,2757,DAR
177,4-Nov,2165,INFINITY,6536,T988 EFN,400,2757,DAR
178,4-Nov,2165,INFINITY,6540,T838 EKS,400,2757,DAR
179,4-Nov,2165,INFINITY,6529,T208 EHE ,400,2757,DAR
180,4-Nov,2165,INFINITY,6528,T705 EHJ,400,2757,DAR
181,4-Nov,2165,INFINITY,6610,T684 EAQ,400,2757,DAR
182,4-Nov,2166,LAKE KAPIRI,NIL,T341 EGU,250,1.2,NIL
183,4-Nov,2166,LAKE KAPIRI,NIL,T345 EGU,200,1.2,NIL
184,4-Nov,2166,LAKE KAPIRI,NIL,T346 EGU,200,1.2,NIL
185,4-Nov,2166,LAKE KAPIRI,NIL,T347 EGU,200,1.2,NIL
186,4-Nov,2166,LAKE KAPIRI,NIL,T349 EGU,200,1.2,NIL
187,5-Nov,2167,LAKE KAPIRI,6226,T526 DRF,400,1.2,LIKASI
188,5-Nov,2167,LAKE KAPIRI,6451,T857 DNH,400,1.2,LIKASI
189,5-Nov,2167,LAKE KAPIRI,6450,T784 DWK,380,1.2,LIKASI
190,5-Nov,2167,LAKE KAPIRI,6601,T970 DNW,300,1.2,LUBUMBASHI
191,5-Nov,2167,LAKE KAPIRI,6600,T513 EGD,260,1.2,LUBUMBASHI
192,5-Nov,2167,LAKE KAPIRI,6187,T543 DRF,560,1.2,LAMIKAL
193,5-Nov,2167,LAKE KAPIRI,6578,T542 EKT,550,1.2,KOLWEZI
194,5-Nov,2167,LAKE KAPIRI,6339,T588 DRE,433,1.2,KAMOA
195,5-Nov,2167,LAKE KAPIRI,6588,T642 EAF,600,1.2,KOLWEZI
196,5-Nov,2167,LAKE KAPIRI,6580,T902 EEU,560,1.2,KOLWEZI
197,5-Nov,2168,LAKE KAPIRI,6225,T580 DRE,400,1.2,LIKASI
198,5-Nov,2169,LAKE KAPIRI,6577,T556 EKT,560,1.2,KOLWEZI
199,5-Nov,2170,LAKE TUNDUMA,6514,T618 ENG,100,2875,DAR
200,5-Nov,2171,LAKE NDOLA ,6506,T562 EAF,90,1.2,DAR
201,5-Nov,2171,LAKE NDOLA ,6505,T637 EAF,90,1.2,DAR
202,5-Nov,2172,LAKE KAPIRI,6599,T758 ELY,260,1.2,LUBUMBASHI
203,5-Nov,2172,LAKE KAPIRI,6485,T606 EDD,560,1.2,KOLWEZI
204,5-Nov,2173,LAKE KAPIRI,6600,T513 EGD,260,1.2,LUBUMBASHI
205,5-Nov,2174,INFINITY,6514,T618 ENG,400,2757,DAR
206,5-Nov,2175,LAKE KAPIRI,6695,T125 DYY,560,1.2,COMMUS
207,5-Nov,2176,LAKE KITWE,6414,T659 ECQ,90,1.2,DAR
208,6-Nov,2177,LAKE KAPIRI,6338,T551 DPN,600,1.2,KOLWEZI
209,6-Nov,2178,LAKE TUNDUMA,6425,T702 EHJ,100,2875,MSA
210,6-Nov,2178,LAKE TUNDUMA,6429,T534 EEQ,100,2875,MSA
211,6-Nov,2179,INFINITY,6425,T702 EHJ,400,2757,MSA
212,6-Nov,2179,INFINITY,6429,T534 EEQ,400,2757,MSA
213,6-Nov,2180,GBP MOROGORO,6434,T218 ELV,100,2710,MSA
214,6-Nov,2180,GBP MOROGORO,6447,T117 DVL,100,2710,MSA
215,6-Nov,2180,GBP MOROGORO,6448,T582 DTB,100,2710,MSA
216,6-Nov,2180,GBP MOROGORO,6441,T483 EEQ,100,2710,MSA
217,6-Nov,2180,GBP MOROGORO,6424,T220 ELV,100,2710,MSA
218,6-Nov,2180,GBP MOROGORO,6439,T240 ELV,100,2710,MSA
219,6-Nov,2180,GBP MOROGORO,6445,T581 DRE,100,2710,MSA
220,6-Nov,2180,GBP MOROGORO,6425,T702 EHJ,100,2710,MSA
221,6-Nov,2180,GBP MOROGORO,6443,T165 EGJ,100,2710,MSA
222,6-Nov,2180,GBP MOROGORO,6429,T534 EEQ,100,2710,MSA
223,6-Nov,2181,GBP KANGE,6434,T218 ELV,70,2730,MSA
224,6-Nov,2181,GBP KANGE,6447,T117 DVL,70,2730,MSA
225,6-Nov,2181,GBP KANGE,6448,T582 DTB,70,2730,MSA
226,6-Nov,2181,GBP KANGE,6441,T483 EEQ,70,2730,MSA
227,6-Nov,2181,GBP KANGE,6424,T220 ELV,70,2730,MSA
228,6-Nov,2181,GBP KANGE,6439,T240 ELV,70,2730,MSA
229,6-Nov,2181,GBP KANGE,6445,T581 DRE,70,2730,MSA
230,6-Nov,2181,GBP KANGE,6425,T702 EHJ,70,2730,MSA
231,6-Nov,2181,GBP KANGE,6443,T165 EGJ,70,2730,MSA
232,6-Nov,2181,GBP KANGE,6429,T534 EEQ,70,2730,MSA
233,6-Nov,2182,LAKE KAPIRI,6414,T659 ECQ,350,1.2,DAR
234,6-Nov,2183,LAKE NDOLA ,Cancelled,T793 DNH,50,1.2,DAR
235,6-Nov,2183,LAKE NDOLA ,6545,T112 DVL,50,1.2,DAR
236,6-Nov,2183,LAKE NDOLA ,6678,T554 DPN,50,1.2,DAR
237,6-Nov,2183,LAKE NDOLA ,6644,T772 DWK,50,1.2,DAR
238,6-Nov,2183,LAKE NDOLA ,6645,T166 DZY,50,1.2,DAR
239,6-Nov,2183,LAKE NDOLA ,6646,T656 ECQ,50,1.2,DAR
240,6-Nov,2183,LAKE NDOLA ,6643,T770 DWK,50,1.2,DAR
241,6-Nov,2184,LAKE KAPIRI,6682,T793 DNH,350,1.2,DAR
242,6-Nov,2184,LAKE KAPIRI,6545,T112 DVL,350,1.2,DAR
243,6-Nov,2184,LAKE KAPIRI,6678,T554 DPN,350,1.2,DAR
244,6-Nov,2184,LAKE KAPIRI,Cancelled,T772 DWK,350,1.2,DAR
245,6-Nov,2184,LAKE KAPIRI,Cancelled,T166 DZY,350,1.2,DAR
246,6-Nov,2184,LAKE KAPIRI,Cancelled,T656 ECQ,350,1.2,DAR
247,6-Nov,2184,LAKE KAPIRI,Cancelled,T770 DWK,350,1.2,DAR
248,6-Nov,2185,LAKE CHILABOMBWE,6682,T793 DNH,40,1.2,DAR
249,6-Nov,2185,LAKE CHILABOMBWE,6678,T554 DPN,40,1.2,DAR
250,6-Nov,2186,LAKE CHILABOMBWE,6774,T218 EHE ,40,1.2,DAR
251,6-Nov,2186,LAKE CHILABOMBWE,6773,T676 EAQ,40,1.2,DAR
252,6-Nov,2186,LAKE CHILABOMBWE,6772,T538 EKT,40,1.2,DAR
253,6-Nov,2187,INFINITY,6711,T720 EET,470,2757,LUBUMBASHI
254,6-Nov,2187,INFINITY,6712,T712 DXY,470,2757,LUBUMBASHI
255,6-Nov,2188,LAKE CHILABOMBWE,6616,T151 EFP,20,1.2,DAR
256,6-Nov,2188,LAKE CHILABOMBWE,6618,T167 EGJ,20,1.2,DAR
257,6-Nov,2189,GBP MOROGORO,6419,T639 EAF,100,2710,MSA
258,6-Nov,2189,GBP MOROGORO,6437,T237 ELV,100,2710,MSA
259,6-Nov,2189,GBP MOROGORO,6440,T532 DRF,100,2710,MSA
260,6-Nov,2189,GBP MOROGORO,6438,T133 EFP,100,2710,MSA
261,6-Nov,2189,GBP MOROGORO,6428,T457 EAG,100,2710,MSA
262,6-Nov,2190,GBP KANGE,6419,T639 EAF,70,2730,MSA
263,6-Nov,2190,GBP KANGE,6437,T237 ELV,70,2730,MSA
